C,C1,C2
0.00027039,0.00027,3.9e-07
0.00027039,3.9e-07,0.00027
0.00027047,0.00027,4.7e-07
0.00027047,4.7e-07,0.00027
0.00027056,0.00027,5.6e-07
0.00027056,5.6e-07,0.00027
0.00027068,0.00027,6.800000000000001e-07
0.00027068,6.800000000000001e-07,0.00027
0.00027082,0.00027,8.2e-07
0.00027082,8.2e-07,0.00027
0.00027100000000000003,0.00027,1e-06
0.00027100000000000003,1e-06,0.00027
0.0002712,0.00027,1.2e-06
0.0002712,1.2e-06,0.00027
0.0002715,0.00027,1.5e-06
0.0002715,1.5e-06,0.00027
0.0002718,0.00027,1.8e-06
0.0002718,1.8e-06,0.00027
0.0002722,0.00027,2.2e-06
0.0002722,2.2e-06,0.00027
0.0002727,0.00027,2.7e-06
0.0002727,2.7e-06,0.00027
0.00027330000000000003,0.00027,3.2999999999999997e-06
0.00027330000000000003,3.2999999999999997e-06,0.00027
0.0002739,0.00027,3.9e-06
0.0002739,3.9e-06,0.00027
0.0002747,0.00027,4.7e-06
0.0002747,4.7e-06,0.00027
0.0002756,0.00027,5.6e-06
0.0002756,5.6e-06,0.00027
0.000276,0.00022,5.6e-05
0.000276,5.6e-05,0.00022
0.0002768,0.00027,6.799999999999999e-06
0.0002768,6.799999999999999e-06,0.00027
0.0002782,0.00027,8.2e-06
0.0002782,8.2e-06,0.00027
0.00028,0.00027,9.999999999999999e-06
0.00028,9.999999999999999e-06,0.00027
0.00028000000000000003,0.0001,0.00018
0.00028000000000000003,0.00018,0.0001
0.000282,0.00027,1.2e-05
0.000282,1.2e-05,0.00027
0.000285,0.00027,1.4999999999999999e-05
0.000285,1.4999999999999999e-05,0.00027
0.000288,0.00022,6.8e-05
0.000288,0.00027,1.8e-05
0.000288,1.8e-05,0.00027
0.000288,6.8e-05,0.00022
0.000292,0.00027,2.2e-05
0.000292,2.2e-05,0.00027
0.000297,0.00027,2.7e-05
0.000297,2.7e-05,0.00027
0.00030000000000000003,0.00012000000000000002,0.00018
0.00030000000000000003,0.00015000000000000001,0.00015000000000000001
0.00030000000000000003,0.00018,0.00012000000000000002
0.000302,0.00022,8.2e-05
0.000302,8.2e-05,0.00022
0.000303,0.00027,3.2999999999999996e-05
0.000303,3.2999999999999996e-05,0.00027
0.00030900000000000003,0.00027,3.9e-05
0.00030900000000000003,3.9e-05,0.00027
0.000317,0.00027,4.7e-05
0.000317,4.7e-05,0.00027
0.00032,0.0001,0.00022
0.00032,0.00022,0.0001
0.000326,0.00027,5.6e-05
0.000326,5.6e-05,0.00027
0.00033,0.00015000000000000001,0.00018
0.00033,0.00018,0.00015000000000000001
0.00033000000000000005,0,0.00033000000000000005
0.00033000000000000005,0.00033000000000000005,0
0.00033000001000000007,0.00033000000000000005,1e-11
0.00033000001000000007,1e-11,0.00033000000000000005
0.00033000001200000006,0.00033000000000000005,1.2e-11
0.00033000001200000006,1.2e-11,0.00033000000000000005
0.00033000001500000005,0.00033000000000000005,1.5e-11
0.00033000001500000005,1.5e-11,0.00033000000000000005
0.00033000001800000003,0.00033000000000000005,1.8e-11
0.00033000001800000003,1.8e-11,0.00033000000000000005
0.0003300000220000001,0.00033000000000000005,2.1999999999999998e-11
0.0003300000220000001,2.1999999999999998e-11,0.00033000000000000005
0.00033000002700000005,0.00033000000000000005,2.7e-11
0.00033000002700000005,2.7e-11,0.00033000000000000005
0.00033000003300000003,0.00033000000000000005,3.3e-11
0.00033000003300000003,3.3e-11,0.00033000000000000005
0.00033000003900000006,0.00033000000000000005,3.9e-11
0.00033000003900000006,3.9e-11,0.00033000000000000005
0.00033000004700000003,0.00033000000000000005,4.7e-11
0.00033000004700000003,4.7e-11,0.00033000000000000005
0.00033000005600000005,0.00033000000000000005,5.6e-11
0.00033000005600000005,5.6e-11,0.00033000000000000005
0.00033000006800000005,0.00033000000000000005,6.8e-11
0.00033000006800000005,6.8e-11,0.00033000000000000005
0.00033000008200000005,0.00033000000000000005,8.2e-11
0.00033000008200000005,8.2e-11,0.00033000000000000005
0.00033000010000000003,0.00033000000000000005,9.999999999999999e-11
0.00033000010000000003,9.999999999999999e-11,0.00033000000000000005
0.00033000012000000006,0.00033000000000000005,1.2e-10
0.00033000012000000006,1.2e-10,0.00033000000000000005
0.00033000015000000005,0.00033000000000000005,1.5e-10
0.00033000015000000005,1.5e-10,0.00033000000000000005
0.00033000018000000004,0.00033000000000000005,1.8e-10
0.00033000018000000004,1.8e-10,0.00033000000000000005
0.00033000022000000004,0.00033000000000000005,2.2e-10
0.00033000022000000004,2.2e-10,0.00033000000000000005
0.00033000027000000006,0.00033000000000000005,2.7e-10
0.00033000027000000006,2.7e-10,0.00033000000000000005
0.00033000033000000003,0.00033000000000000005,3.3e-10
0.00033000033000000003,3.3e-10,0.00033000000000000005
0.00033000039000000007,0.00033000000000000005,3.9e-10
0.00033000039000000007,3.9e-10,0.00033000000000000005
0.00033000047000000007,0.00033000000000000005,4.699999999999999e-10
0.00033000047000000007,4.699999999999999e-10,0.00033000000000000005
0.00033000056000000004,0.00033000000000000005,5.599999999999999e-10
0.00033000056000000004,5.599999999999999e-10,0.00033000000000000005
0.00033000068000000005,0.00033000000000000005,6.799999999999999e-10
0.00033000068000000005,6.799999999999999e-10,0.00033000000000000005
0.00033000082000000003,0.00033000000000000005,8.2e-10
0.00033000082000000003,8.2e-10,0.00033000000000000005
0.00033000100000000007,0.00033000000000000005,1e-09
0.00033000100000000007,1e-09,0.00033000000000000005
0.00033000120000000003,0.00033000000000000005,1.2e-09
0.00033000120000000003,1.2e-09,0.00033000000000000005
0.0003300015000000001,0.00033000000000000005,1.5e-09
0.0003300015000000001,1.5e-09,0.00033000000000000005
0.00033000180000000007,0.00033000000000000005,1.8e-09
0.00033000180000000007,1.8e-09,0.00033000000000000005
0.00033000220000000004,0.00033000000000000005,2.2000000000000003e-09
0.00033000220000000004,2.2000000000000003e-09,0.00033000000000000005
0.00033000270000000005,0.00033000000000000005,2.7e-09
0.00033000270000000005,2.7e-09,0.00033000000000000005
0.00033000330000000004,0.00033000000000000005,3.3e-09
0.00033000330000000004,3.3e-09,0.00033000000000000005
0.0003300039,0.00033000000000000005,3.9e-09
0.0003300039,3.9e-09,0.00033000000000000005
0.00033000470000000003,0.00033000000000000005,4.7e-09
0.00033000470000000003,4.7e-09,0.00033000000000000005
0.00033000560000000006,0.00033000000000000005,5.6000000000000005e-09
0.00033000560000000006,5.6000000000000005e-09,0.00033000000000000005
0.00033000680000000004,0.00033000000000000005,6.8000000000000005e-09
0.00033000680000000004,6.8000000000000005e-09,0.00033000000000000005
0.00033000820000000003,0.00033000000000000005,8.2e-09
0.00033000820000000003,8.2e-09,0.00033000000000000005
0.00033001000000000005,0.00033000000000000005,1e-08
0.00033001000000000005,1e-08,0.00033000000000000005
0.0003300120000000001,0.00033000000000000005,1.2000000000000002e-08
0.0003300120000000001,1.2000000000000002e-08,0.00033000000000000005
0.00033001500000000007,0.00033000000000000005,1.5000000000000002e-08
0.00033001500000000007,1.5000000000000002e-08,0.00033000000000000005
0.00033001800000000006,0.00033000000000000005,1.8000000000000002e-08
0.00033001800000000006,1.8000000000000002e-08,0.00033000000000000005
0.0003300220000000001,0.00033000000000000005,2.2000000000000002e-08
0.0003300220000000001,2.2000000000000002e-08,0.00033000000000000005
0.00033002700000000004,0.00033000000000000005,2.7e-08
0.00033002700000000004,2.7e-08,0.00033000000000000005
0.00033003300000000003,0.00033000000000000005,3.3000000000000004e-08
0.00033003300000000003,3.3000000000000004e-08,0.00033000000000000005
0.00033003900000000007,0.00033000000000000005,3.9000000000000005e-08
0.00033003900000000007,3.9000000000000005e-08,0.00033000000000000005
0.00033004700000000003,0.00033000000000000005,4.7000000000000004e-08
0.00033004700000000003,4.7000000000000004e-08,0.00033000000000000005
0.00033005600000000007,0.00033000000000000005,5.6000000000000005e-08
0.00033005600000000007,5.6000000000000005e-08,0.00033000000000000005
0.00033006800000000004,0.00033000000000000005,6.8e-08
0.00033006800000000004,6.8e-08,0.00033000000000000005
0.00033008200000000004,0.00033000000000000005,8.2e-08
0.00033008200000000004,8.2e-08,0.00033000000000000005
0.00033010000000000005,0.00033000000000000005,1e-07
0.00033010000000000005,1e-07,0.00033000000000000005
0.00033012000000000004,0.00033000000000000005,1.2000000000000002e-07
0.00033012000000000004,1.2000000000000002e-07,0.00033000000000000005
0.00033015000000000003,0.00033000000000000005,1.5e-07
0.00033015000000000003,1.5e-07,0.00033000000000000005
0.00033018000000000007,0.00033000000000000005,1.8e-07
0.00033018000000000007,1.8e-07,0.00033000000000000005
0.00033022000000000005,0.00033000000000000005,2.2e-07
0.00033022000000000005,2.2e-07,0.00033000000000000005
0.0003302700000000001,0.00033000000000000005,2.7e-07
0.0003302700000000001,2.7e-07,0.00033000000000000005
0.00033033000000000004,0.00033000000000000005,3.3e-07
0.00033033000000000004,3.3e-07,0.00033000000000000005
0.00033039000000000007,0.00033000000000000005,3.9e-07
0.00033039000000000007,3.9e-07,0.00033000000000000005
0.00033047,0.00033000000000000005,4.7e-07
0.00033047,4.7e-07,0.00033000000000000005
0.00033056000000000003,0.00033000000000000005,5.6e-07
0.00033056000000000003,5.6e-07,0.00033000000000000005
0.00033068,0.00033000000000000005,6.800000000000001e-07
0.00033068,6.800000000000001e-07,0.00033000000000000005
0.00033082000000000006,0.00033000000000000005,8.2e-07
0.00033082000000000006,8.2e-07,0.00033000000000000005
0.0003310000000000001,0.00033000000000000005,1e-06
0.0003310000000000001,1e-06,0.00033000000000000005
0.00033120000000000003,0.00033000000000000005,1.2e-06
0.00033120000000000003,1.2e-06,0.00033000000000000005
0.00033150000000000003,0.00033000000000000005,1.5e-06
0.00033150000000000003,1.5e-06,0.00033000000000000005
0.00033180000000000004,0.00033000000000000005,1.8e-06
0.00033180000000000004,1.8e-06,0.00033000000000000005
0.00033220000000000005,0.00033000000000000005,2.2e-06
0.00033220000000000005,2.2e-06,0.00033000000000000005
0.00033270000000000006,0.00033000000000000005,2.7e-06
0.00033270000000000006,2.7e-06,0.00033000000000000005
0.0003333000000000001,0.00033000000000000005,3.2999999999999997e-06
0.0003333000000000001,3.2999999999999997e-06,0.00033000000000000005
0.00033390000000000004,0.00033000000000000005,3.9e-06
0.00033390000000000004,3.9e-06,0.00033000000000000005
0.00033470000000000006,0.00033000000000000005,4.7e-06
0.00033470000000000006,4.7e-06,0.00033000000000000005
0.0003356,0.00033000000000000005,5.6e-06
0.0003356,5.6e-06,0.00033000000000000005
0.00033680000000000006,0.00033000000000000005,6.799999999999999e-06
0.00033680000000000006,6.799999999999999e-06,0.00033000000000000005
0.000338,0.00027,6.8e-05
0.000338,6.8e-05,0.00027
0.00033820000000000003,0.00033000000000000005,8.2e-06
0.00033820000000000003,8.2e-06,0.00033000000000000005
0.00034,0.00012000000000000002,0.00022
0.00034,0.00022,0.00012000000000000002
0.00034,0.00033000000000000005,9.999999999999999e-06
0.00034,9.999999999999999e-06,0.00033000000000000005
0.0003420000000000001,0.00033000000000000005,1.2e-05
0.0003420000000000001,1.2e-05,0.00033000000000000005
0.00034500000000000004,0.00033000000000000005,1.4999999999999999e-05
0.00034500000000000004,1.4999999999999999e-05,0.00033000000000000005
0.00034800000000000006,0.00033000000000000005,1.8e-05
0.00034800000000000006,1.8e-05,0.00033000000000000005
0.000352,0.00027,8.2e-05
0.000352,8.2e-05,0.00027
0.00035200000000000005,0.00033000000000000005,2.2e-05
0.00035200000000000005,2.2e-05,0.00033000000000000005
0.00035700000000000006,0.00033000000000000005,2.7e-05
0.00035700000000000006,2.7e-05,0.00033000000000000005
0.00036,0.00018,0.00018
0.00036300000000000004,0.00033000000000000005,3.2999999999999996e-05
0.00036300000000000004,3.2999999999999996e-05,0.00033000000000000005
0.0003690000000000001,0.00033000000000000005,3.9e-05
0.0003690000000000001,3.9e-05,0.00033000000000000005
0.00037,0.0001,0.00027
0.00037,0.00015000000000000001,0.00022
0.00037,0.00022,0.00015000000000000001
0.00037,0.00027,0.0001
0.00037700000000000006,0.00033000000000000005,4.7e-05
0.00037700000000000006,4.7e-05,0.00033000000000000005
0.00038600000000000006,0.00033000000000000005,5.6e-05
0.00038600000000000006,5.6e-05,0.00033000000000000005
0.00039000000000000005,0,0.00039000000000000005
0.00039000000000000005,0.00012000000000000002,0.00027
0.00039000000000000005,0.00027,0.00012000000000000002
0.00039000000000000005,0.00039000000000000005,0
0.00039000001000000006,0.00039000000000000005,1e-11
0.00039000001000000006,1e-11,0.00039000000000000005
0.00039000001200000005,0.00039000000000000005,1.2e-11
0.00039000001200000005,1.2e-11,0.00039000000000000005
0.00039000001500000004,0.00039000000000000005,1.5e-11
0.00039000001500000004,1.5e-11,0.00039000000000000005
0.00039000001800000003,0.00039000000000000005,1.8e-11
0.00039000001800000003,1.8e-11,0.00039000000000000005
0.00039000002200000007,0.00039000000000000005,2.1999999999999998e-11
0.00039000002200000007,2.1999999999999998e-11,0.00039000000000000005
0.00039000002700000005,0.00039000000000000005,2.7e-11
0.00039000002700000005,2.7e-11,0.00039000000000000005
0.000390000033,0.00039000000000000005,3.3e-11
0.000390000033,3.3e-11,0.00039000000000000005
0.00039000003900000005,0.00039000000000000005,3.9e-11
0.00039000003900000005,3.9e-11,0.00039000000000000005
0.000390000047,0.00039000000000000005,4.7e-11
0.000390000047,4.7e-11,0.00039000000000000005
0.00039000005600000004,0.00039000000000000005,5.6e-11
0.00039000005600000004,5.6e-11,0.00039000000000000005
0.00039000006800000005,0.00039000000000000005,6.8e-11
0.00039000006800000005,6.8e-11,0.00039000000000000005
0.00039000008200000004,0.00039000000000000005,8.2e-11
0.00039000008200000004,8.2e-11,0.00039000000000000005
0.0003900001,0.00039000000000000005,9.999999999999999e-11
0.0003900001,9.999999999999999e-11,0.00039000000000000005
0.00039000012000000006,0.00039000000000000005,1.2e-10
0.00039000012000000006,1.2e-10,0.00039000000000000005
0.00039000015000000004,0.00039000000000000005,1.5e-10
0.00039000015000000004,1.5e-10,0.00039000000000000005
0.00039000018000000003,0.00039000000000000005,1.8e-10
0.00039000018000000003,1.8e-10,0.00039000000000000005
0.00039000022000000004,0.00039000000000000005,2.2e-10
0.00039000022000000004,2.2e-10,0.00039000000000000005
0.00039000027000000005,0.00039000000000000005,2.7e-10
0.00039000027000000005,2.7e-10,0.00039000000000000005
0.00039000033000000003,0.00039000000000000005,3.3e-10
0.00039000033000000003,3.3e-10,0.00039000000000000005
0.00039000039000000006,0.00039000000000000005,3.9e-10
0.00039000039000000006,3.9e-10,0.00039000000000000005
0.00039000047000000007,0.00039000000000000005,4.699999999999999e-10
0.00039000047000000007,4.699999999999999e-10,0.00039000000000000005
0.00039000056000000003,0.00039000000000000005,5.599999999999999e-10
0.00039000056000000003,5.599999999999999e-10,0.00039000000000000005
0.00039000068000000004,0.00039000000000000005,6.799999999999999e-10
0.00039000068000000004,6.799999999999999e-10,0.00039000000000000005
0.00039000082,0.00039000000000000005,8.2e-10
0.00039000082,8.2e-10,0.00039000000000000005
0.00039000100000000006,0.00039000000000000005,1e-09
0.00039000100000000006,1e-09,0.00039000000000000005
0.0003900012,0.00039000000000000005,1.2e-09
0.0003900012,1.2e-09,0.00039000000000000005
0.00039000150000000007,0.00039000000000000005,1.5e-09
0.00039000150000000007,1.5e-09,0.00039000000000000005
0.00039000180000000006,0.00039000000000000005,1.8e-09
0.00039000180000000006,1.8e-09,0.00039000000000000005
0.00039000220000000004,0.00039000000000000005,2.2000000000000003e-09
0.00039000220000000004,2.2000000000000003e-09,0.00039000000000000005
0.00039000270000000005,0.00039000000000000005,2.7e-09
0.00039000270000000005,2.7e-09,0.00039000000000000005
0.00039000330000000003,0.00039000000000000005,3.3e-09
0.00039000330000000003,3.3e-09,0.00039000000000000005
0.0003900039,0.00039000000000000005,3.9e-09
0.0003900039,3.9e-09,0.00039000000000000005
0.0003900047,0.00039000000000000005,4.7e-09
0.0003900047,4.7e-09,0.00039000000000000005
0.00039000560000000006,0.00039000000000000005,5.6000000000000005e-09
0.00039000560000000006,5.6000000000000005e-09,0.00039000000000000005
0.00039000680000000003,0.00039000000000000005,6.8000000000000005e-09
0.00039000680000000003,6.8000000000000005e-09,0.00039000000000000005
0.0003900082,0.00039000000000000005,8.2e-09
0.0003900082,8.2e-09,0.00039000000000000005
0.00039001000000000004,0.00039000000000000005,1e-08
0.00039001000000000004,1e-08,0.00039000000000000005
0.0003900120000000001,0.00039000000000000005,1.2000000000000002e-08
0.0003900120000000001,1.2000000000000002e-08,0.00039000000000000005
0.00039001500000000007,0.00039000000000000005,1.5000000000000002e-08
0.00039001500000000007,1.5000000000000002e-08,0.00039000000000000005
0.00039001800000000006,0.00039000000000000005,1.8000000000000002e-08
0.00039001800000000006,1.8000000000000002e-08,0.00039000000000000005
0.00039002200000000007,0.00039000000000000005,2.2000000000000002e-08
0.00039002200000000007,2.2000000000000002e-08,0.00039000000000000005
0.00039002700000000004,0.00039000000000000005,2.7e-08
0.00039002700000000004,2.7e-08,0.00039000000000000005
0.000390033,0.00039000000000000005,3.3000000000000004e-08
0.000390033,3.3000000000000004e-08,0.00039000000000000005
0.00039003900000000006,0.00039000000000000005,3.9000000000000005e-08
0.00039003900000000006,3.9000000000000005e-08,0.00039000000000000005
0.00039004700000000003,0.00039000000000000005,4.7000000000000004e-08
0.00039004700000000003,4.7000000000000004e-08,0.00039000000000000005
0.00039005600000000006,0.00039000000000000005,5.6000000000000005e-08
0.00039005600000000006,5.6000000000000005e-08,0.00039000000000000005
0.00039006800000000003,0.00039000000000000005,6.8e-08
0.00039006800000000003,6.8e-08,0.00039000000000000005
0.00039008200000000004,0.00039000000000000005,8.2e-08
0.00039008200000000004,8.2e-08,0.00039000000000000005
0.00039010000000000005,0.00039000000000000005,1e-07
0.00039010000000000005,1e-07,0.00039000000000000005
0.00039012000000000004,0.00039000000000000005,1.2000000000000002e-07
0.00039012000000000004,1.2000000000000002e-07,0.00039000000000000005
0.00039015,0.00039000000000000005,1.5e-07
0.00039015,1.5e-07,0.00039000000000000005
0.00039018000000000006,0.00039000000000000005,1.8e-07
0.00039018000000000006,1.8e-07,0.00039000000000000005
0.00039022000000000004,0.00039000000000000005,2.2e-07
0.00039022000000000004,2.2e-07,0.00039000000000000005
0.00039027000000000007,0.00039000000000000005,2.7e-07
0.00039027000000000007,2.7e-07,0.00039000000000000005
0.00039033000000000004,0.00039000000000000005,3.3e-07
0.00039033000000000004,3.3e-07,0.00039000000000000005
0.00039039000000000006,0.00039000000000000005,3.9e-07
0.00039039000000000006,3.9e-07,0.00039000000000000005
0.00039047,0.00039000000000000005,4.7e-07
0.00039047,4.7e-07,0.00039000000000000005
0.00039056000000000003,0.00039000000000000005,5.6e-07
0.00039056000000000003,5.6e-07,0.00039000000000000005
0.00039068,0.00039000000000000005,6.800000000000001e-07
0.00039068,6.800000000000001e-07,0.00039000000000000005
0.00039082000000000006,0.00039000000000000005,8.2e-07
0.00039082000000000006,8.2e-07,0.00039000000000000005
0.00039100000000000007,0.00039000000000000005,1e-06
0.00039100000000000007,1e-06,0.00039000000000000005
0.0003912,0.00039000000000000005,1.2e-06
0.0003912,1.2e-06,0.00039000000000000005
0.00039150000000000003,0.00039000000000000005,1.5e-06
0.00039150000000000003,1.5e-06,0.00039000000000000005
0.00039180000000000004,0.00039000000000000005,1.8e-06
0.00039180000000000004,1.8e-06,0.00039000000000000005
0.00039220000000000005,0.00039000000000000005,2.2e-06
0.00039220000000000005,2.2e-06,0.00039000000000000005
0.00039270000000000006,0.00039000000000000005,2.7e-06
0.00039270000000000006,2.7e-06,0.00039000000000000005
0.0003933000000000001,0.00039000000000000005,3.2999999999999997e-06
0.0003933000000000001,3.2999999999999997e-06,0.00039000000000000005
0.00039390000000000003,0.00039000000000000005,3.9e-06
0.00039390000000000003,3.9e-06,0.00039000000000000005
0.00039470000000000005,0.00039000000000000005,4.7e-06
0.00039470000000000005,4.7e-06,0.00039000000000000005
0.0003956,0.00039000000000000005,5.6e-06
0.0003956,5.6e-06,0.00039000000000000005
0.00039680000000000005,0.00039000000000000005,6.799999999999999e-06
0.00039680000000000005,6.799999999999999e-06,0.00039000000000000005
0.000398,0.00033000000000000005,6.8e-05
0.000398,6.8e-05,0.00033000000000000005
0.00039820000000000003,0.00039000000000000005,8.2e-06
0.00039820000000000003,8.2e-06,0.00039000000000000005
0.0004,0.00018,0.00022
0.0004,0.00022,0.00018
0.0004000000000000001,0.00039000000000000005,9.999999999999999e-06
0.0004000000000000001,9.999999999999999e-06,0.00039000000000000005
0.00040200000000000007,0.00039000000000000005,1.2e-05
0.00040200000000000007,1.2e-05,0.00039000000000000005
0.00040500000000000003,0.00039000000000000005,1.4999999999999999e-05
0.00040500000000000003,1.4999999999999999e-05,0.00039000000000000005
0.00040800000000000005,0.00039000000000000005,1.8e-05
0.00040800000000000005,1.8e-05,0.00039000000000000005
0.00041200000000000004,0.00033000000000000005,8.2e-05
0.00041200000000000004,0.00039000000000000005,2.2e-05
0.00041200000000000004,2.2e-05,0.00039000000000000005
0.00041200000000000004,8.2e-05,0.00033000000000000005
0.00041700000000000005,0.00039000000000000005,2.7e-05
0.00041700000000000005,2.7e-05,0.00039000000000000005
0.00042,0.00015000000000000001,0.00027
0.00042,0.00027,0.00015000000000000001
0.00042300000000000004,0.00039000000000000005,3.2999999999999996e-05
0.00042300000000000004,3.2999999999999996e-05,0.00039000000000000005
0.000429,0.00039000000000000005,3.9e-05
0.000429,3.9e-05,0.00039000000000000005
0.00043000000000000004,0.0001,0.00033000000000000005
0.00043000000000000004,0.00033000000000000005,0.0001
0.00043700000000000005,0.00039000000000000005,4.7e-05
0.00043700000000000005,4.7e-05,0.00039000000000000005
0.00044,0.00022,0.00022
0.00044600000000000005,0.00039000000000000005,5.6e-05
0.00044600000000000005,5.6e-05,0.00039000000000000005
0.00045,0.00018,0.00027
0.00045,0.00027,0.00018
0.0004500000000000001,0.00012000000000000002,0.00033000000000000005
0.0004500000000000001,0.00033000000000000005,0.00012000000000000002
0.0004580000000000001,0.00039000000000000005,6.8e-05
0.0004580000000000001,6.8e-05,0.00039000000000000005
0.00047000000000000004,0,0.00047000000000000004
0.00047000000000000004,0.00047000000000000004,0
0.00047000001000000005,0.00047000000000000004,1e-11
0.00047000001000000005,1e-11,0.00047000000000000004
0.00047000001200000005,0.00047000000000000004,1.2e-11
0.00047000001200000005,1.2e-11,0.00047000000000000004
0.00047000001500000003,0.00047000000000000004,1.5e-11
0.00047000001500000003,1.5e-11,0.00047000000000000004
0.000470000018,0.00047000000000000004,1.8e-11
0.000470000018,1.8e-11,0.00047000000000000004
0.00047000002200000006,0.00047000000000000004,2.1999999999999998e-11
0.00047000002200000006,2.1999999999999998e-11,0.00047000000000000004
0.00047000002700000004,0.00047000000000000004,2.7e-11
0.00047000002700000004,2.7e-11,0.00047000000000000004
0.000470000033,0.00047000000000000004,3.3e-11
0.000470000033,3.3e-11,0.00047000000000000004
0.00047000003900000005,0.00047000000000000004,3.9e-11
0.00047000003900000005,3.9e-11,0.00047000000000000004
0.000470000047,0.00047000000000000004,4.7e-11
0.000470000047,4.7e-11,0.00047000000000000004
0.00047000005600000003,0.00047000000000000004,5.6e-11
0.00047000005600000003,5.6e-11,0.00047000000000000004
0.00047000006800000004,0.00047000000000000004,6.8e-11
0.00047000006800000004,6.8e-11,0.00047000000000000004
0.00047000008200000004,0.00047000000000000004,8.2e-11
0.00047000008200000004,8.2e-11,0.00047000000000000004
0.0004700001,0.00047000000000000004,9.999999999999999e-11
0.0004700001,9.999999999999999e-11,0.00047000000000000004
0.00047000012000000005,0.00047000000000000004,1.2e-10
0.00047000012000000005,1.2e-10,0.00047000000000000004
0.00047000015000000004,0.00047000000000000004,1.5e-10
0.00047000015000000004,1.5e-10,0.00047000000000000004
0.00047000018,0.00047000000000000004,1.8e-10
0.00047000018,1.8e-10,0.00047000000000000004
0.00047000022000000003,0.00047000000000000004,2.2e-10
0.00047000022000000003,2.2e-10,0.00047000000000000004
0.00047000027000000005,0.00047000000000000004,2.7e-10
0.00047000027000000005,2.7e-10,0.00047000000000000004
0.00047000033,0.00047000000000000004,3.3e-10
0.00047000033,3.3e-10,0.00047000000000000004
0.00047000039000000005,0.00047000000000000004,3.9e-10
0.00047000039000000005,3.9e-10,0.00047000000000000004
0.00047000047000000006,0.00047000000000000004,4.699999999999999e-10
0.00047000047000000006,4.699999999999999e-10,0.00047000000000000004
0.00047000056,0.00047000000000000004,5.599999999999999e-10
0.00047000056,5.599999999999999e-10,0.00047000000000000004
0.00047000068000000003,0.00047000000000000004,6.799999999999999e-10
0.00047000068000000003,6.799999999999999e-10,0.00047000000000000004
0.00047000082,0.00047000000000000004,8.2e-10
0.00047000082,8.2e-10,0.00047000000000000004
0.00047000100000000006,0.00047000000000000004,1e-09
0.00047000100000000006,1e-09,0.00047000000000000004
0.0004700012,0.00047000000000000004,1.2e-09
0.0004700012,1.2e-09,0.00047000000000000004
0.00047000150000000006,0.00047000000000000004,1.5e-09
0.00047000150000000006,1.5e-09,0.00047000000000000004
0.00047000180000000006,0.00047000000000000004,1.8e-09
0.00047000180000000006,1.8e-09,0.00047000000000000004
0.00047000220000000003,0.00047000000000000004,2.2000000000000003e-09
0.00047000220000000003,2.2000000000000003e-09,0.00047000000000000004
0.00047000270000000004,0.00047000000000000004,2.7e-09
0.00047000270000000004,2.7e-09,0.00047000000000000004
0.0004700033,0.00047000000000000004,3.3e-09
0.0004700033,3.3e-09,0.00047000000000000004
0.0004700039,0.00047000000000000004,3.9e-09
0.0004700039,3.9e-09,0.00047000000000000004
0.0004700047,0.00047000000000000004,4.7e-09
0.0004700047,4.7e-09,0.00047000000000000004
0.00047000560000000005,0.00047000000000000004,5.6000000000000005e-09
0.00047000560000000005,5.6000000000000005e-09,0.00047000000000000004
0.00047000680000000003,0.00047000000000000004,6.8000000000000005e-09
0.00047000680000000003,6.8000000000000005e-09,0.00047000000000000004
0.0004700082,0.00047000000000000004,8.2e-09
0.0004700082,8.2e-09,0.00047000000000000004
0.00047001000000000003,0.00047000000000000004,1e-08
0.00047001000000000003,1e-08,0.00047000000000000004
0.00047001200000000007,0.00047000000000000004,1.2000000000000002e-08
0.00047001200000000007,1.2000000000000002e-08,0.00047000000000000004
0.00047001500000000006,0.00047000000000000004,1.5000000000000002e-08
0.00047001500000000006,1.5000000000000002e-08,0.00047000000000000004
0.00047001800000000005,0.00047000000000000004,1.8000000000000002e-08
0.00047001800000000005,1.8000000000000002e-08,0.00047000000000000004
0.00047002200000000006,0.00047000000000000004,2.2000000000000002e-08
0.00047002200000000006,2.2000000000000002e-08,0.00047000000000000004
0.00047002700000000003,0.00047000000000000004,2.7e-08
0.00047002700000000003,2.7e-08,0.00047000000000000004
0.000470033,0.00047000000000000004,3.3000000000000004e-08
0.000470033,3.3000000000000004e-08,0.00047000000000000004
0.00047003900000000006,0.00047000000000000004,3.9000000000000005e-08
0.00047003900000000006,3.9000000000000005e-08,0.00047000000000000004
0.000470047,0.00047000000000000004,4.7000000000000004e-08
0.000470047,4.7000000000000004e-08,0.00047000000000000004
0.00047005600000000005,0.00047000000000000004,5.6000000000000005e-08
0.00047005600000000005,5.6000000000000005e-08,0.00047000000000000004
0.000470068,0.00047000000000000004,6.8e-08
0.000470068,6.8e-08,0.00047000000000000004
0.00047008200000000003,0.00047000000000000004,8.2e-08
0.00047008200000000003,8.2e-08,0.00047000000000000004
0.00047010000000000004,0.00047000000000000004,1e-07
0.00047010000000000004,1e-07,0.00047000000000000004
0.00047012000000000003,0.00047000000000000004,1.2000000000000002e-07
0.00047012000000000003,1.2000000000000002e-07,0.00047000000000000004
0.00047015,0.00047000000000000004,1.5e-07
0.00047015,1.5e-07,0.00047000000000000004
0.00047018000000000006,0.00047000000000000004,1.8e-07
